Kassenart;Quelle;Erstellungsdatum;Typ;Risikogruppe;Einheit;Wert
IKK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG172;VT;366
IKK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG173;VT;0
IKK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG174;VT;0
IKK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG175;VT;0
IKK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG176;VT;0
IKK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG177;VT;366
IKK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG178;VT;732
IKK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG179;VT;0
IKK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG180;VT;213
IKK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG181;VT;0
IKK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG182;VT;0
IKK;Grundlagenbescheid;20. Nov 17;KEG;KEG001;VT;241973
IKK;Grundlagenbescheid;20. Nov 17;KEG;KEG002;VT;370439
IKK;Grundlagenbescheid;20. Nov 17;KEG;KEG003;VT;134703
IKK;Grundlagenbescheid;20. Nov 17;KEG;KEG004;VT;157738
IKK;Grundlagenbescheid;20. Nov 17;KEG;KEG005;VT;76357
IKK;Grundlagenbescheid;20. Nov 17;KEG;KEG006;VT;0
IKK;Grundlagenbescheid;20. Nov 17;KEG;KEG007;VT;0
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG001;VT;87416
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG002;VT;18816
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG003;VT;19491
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG004;VT;21656
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG005;VT;23143
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG006;VT;22811
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG007;VT;27545
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG008;VT;25702
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG009;VT;23246
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG010;VT;28899
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG011;VT;34037
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG012;VT;42129
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG013;VT;47675
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG014;VT;48868
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG015;VT;62161
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG016;VT;71723
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG017;VT;68828
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG018;VT;79781
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG019;VT;84339
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG020;VT;92930
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG021;VT;91567
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG022;VT;111901
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG023;VT;113729
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG024;VT;115630
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG025;VT;110890
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG026;VT;112750
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG027;VT;93016
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG028;VT;86969
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG029;VT;44363
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG030;VT;16075
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG031;VT;7196
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG032;VT;69138
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG033;VT;12405
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG034;VT;14251
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG035;VT;17208
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG036;VT;18696
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG037;VT;21296
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG038;VT;18829
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG039;VT;24460
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG040;VT;23897
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG041;VT;30997
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG042;VT;35619
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG043;VT;33145
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG044;VT;42625
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG045;VT;49136
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG046;VT;50699
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG047;VT;68221
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG048;VT;60705
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG049;VT;73578
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG050;VT;91824
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG051;VT;88614
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG052;VT;102706
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG053;VT;210395
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG054;VT;242673
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG055;VT;231293
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG056;VT;251653
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG057;VT;246990
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG058;VT;245314
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG059;VT;222350
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG060;VT;152073
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG061;VT;46124
IKK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG062;VT;28460
KBS;Grundlagenbescheid;20. Nov 17;AGG;AGG001;VT;1072939
KBS;Grundlagenbescheid;20. Nov 17;AGG;AGG002;VT;7969276
KBS;Grundlagenbescheid;20. Nov 17;AGG;AGG003;VT;9300025
KBS;Grundlagenbescheid;20. Nov 17;AGG;AGG004;VT;7922032
KBS;Grundlagenbescheid;20. Nov 17;AGG;AGG005;VT;14861752
KBS;Grundlagenbescheid;20. Nov 17;AGG;AGG006;VT;14697694
KBS;Grundlagenbescheid;20. Nov 17;AGG;AGG007;VT;12569551
KBS;Grundlagenbescheid;20. Nov 17;AGG;AGG008;VT;11098486
KBS;Grundlagenbescheid;20. Nov 17;AGG;AGG009;VT;9908321
KBS;Grundlagenbescheid;20. Nov 17;AGG;AGG010;VT;14979022
KBS;Grundlagenbescheid;20. Nov 17;AGG;AGG011;VT;19793328
KBS;Grundlagenbescheid;20. Nov 17;AGG;AGG012;VT;21916909
KBS;Grundlagenbescheid;20. Nov 17;AGG;AGG013;VT;22392167
KBS;Grundlagenbescheid;20. Nov 17;AGG;AGG014;VT;24464867
KBS;Grundlagenbescheid;20. Nov 17;AGG;AGG015;VT;25303673
KBS;Grundlagenbescheid;20. Nov 17;AGG;AGG016;VT;35705144
KBS;Grundlagenbescheid;20. Nov 17;AGG;AGG017;VT;28909830
KBS;Grundlagenbescheid;20. Nov 17;AGG;AGG018;VT;21733400
KBS;Grundlagenbescheid;20. Nov 17;AGG;AGG019;VT;10179149
KBS;Grundlagenbescheid;20. Nov 17;AGG;AGG020;VT;2363595
KBS;Grundlagenbescheid;20. Nov 17;AGG;AGG021;VT;1110373
KBS;Grundlagenbescheid;20. Nov 17;AGG;AGG022;VT;8430249
KBS;Grundlagenbescheid;20. Nov 17;AGG;AGG023;VT;9678580
KBS;Grundlagenbescheid;20. Nov 17;AGG;AGG024;VT;8339794
KBS;Grundlagenbescheid;20. Nov 17;AGG;AGG025;VT;15466574
KBS;Grundlagenbescheid;20. Nov 17;AGG;AGG026;VT;15084086
KBS;Grundlagenbescheid;20. Nov 17;AGG;AGG027;VT;13018846
KBS;Grundlagenbescheid;20. Nov 17;AGG;AGG028;VT;11274468
KBS;Grundlagenbescheid;20. Nov 17;AGG;AGG029;VT;10278159
KBS;Grundlagenbescheid;20. Nov 17;AGG;AGG030;VT;16345772
KBS;Grundlagenbescheid;20. Nov 17;AGG;AGG031;VT;23012501
KBS;Grundlagenbescheid;20. Nov 17;AGG;AGG032;VT;25173508
KBS;Grundlagenbescheid;20. Nov 17;AGG;AGG033;VT;23411265
KBS;Grundlagenbescheid;20. Nov 17;AGG;AGG034;VT;23115139
KBS;Grundlagenbescheid;20. Nov 17;AGG;AGG035;VT;26029709
KBS;Grundlagenbescheid;20. Nov 17;AGG;AGG036;VT;33262038
KBS;Grundlagenbescheid;20. Nov 17;AGG;AGG037;VT;19582547
KBS;Grundlagenbescheid;20. Nov 17;AGG;AGG038;VT;11385340
KBS;Grundlagenbescheid;20. Nov 17;AGG;AGG039;VT;3395062
KBS;Grundlagenbescheid;20. Nov 17;AGG;AGG040;VT;519835
KBS;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG001;VT;0
KBS;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG002;VT;17284
KBS;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG003;VT;48460
KBS;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG004;VT;45695
KBS;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG005;VT;50346
KBS;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG006;VT;27893
KBS;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG007;VT;24729
KBS;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG008;VT;41376
KBS;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG009;VT;54691
KBS;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG010;VT;69951
KBS;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG011;VT;108425
KBS;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG012;VT;112006
KBS;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG013;VT;143749
KBS;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG014;VT;192793
KBS;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG015;VT;193218
KBS;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG016;VT;185319
KBS;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG017;VT;121680
KBS;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG018;VT;62948
KBS;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG019;VT;24829
KBS;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG020;VT;6588
KBS;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG021;VT;0
KBS;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG022;VT;19901
KBS;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG023;VT;47811
KBS;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG024;VT;45246
KBS;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG025;VT;55142
KBS;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG026;VT;30534
KBS;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG027;VT;34672
KBS;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG028;VT;61953
KBS;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG029;VT;57141
KBS;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG030;VT;63422
KBS;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG031;VT;84945
KBS;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG032;VT;100213
KBS;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG033;VT;76181
KBS;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG034;VT;88343
KBS;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG035;VT;135838
KBS;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG036;VT;192824
KBS;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG037;VT;82897
KBS;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG038;VT;35667
KBS;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG039;VT;9846
KBS;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG040;VT;2017
KBS;Grundlagenbescheid;20. Nov 17;EMG;EMG001;VT;704617
KBS;Grundlagenbescheid;20. Nov 17;EMG;EMG002;VT;2257177
KBS;Grundlagenbescheid;20. Nov 17;EMG;EMG003;VT;4644101
KBS;Grundlagenbescheid;20. Nov 17;EMG;EMG004;VT;829562
KBS;Grundlagenbescheid;20. Nov 17;EMG;EMG005;VT;7348402
KBS;Grundlagenbescheid;20. Nov 17;EMG;EMG006;VT;8193421
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG001;VT;242897
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG002;VT;1994978
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG003;VT;40547
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG004;VT;42644
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG005;VT;675300
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG006;VT;89563
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG011;VT;3975147
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG012;VT;9195755
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG013;VT;16506611
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG015;VT;18430791
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG016;VT;15726645
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG017;VT;5149685
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG018;VT;42286
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG019;VT;68149536
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG020;VT;22646373
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG021;VT;299129
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG022;VT;670944
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG023;VT;3703381
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG024;VT;6881879
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG025;VT;15577
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG026;VT;2120187
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG027;VT;1158965
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG028;VT;904217
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG030;VT;72909
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG031;VT;2213969
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG032;VT;60782
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG033;VT;2766747
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG034;VT;150003
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG035;VT;13321
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG036;VT;4288
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG037;VT;1109064
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG038;VT;1464
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG039;VT;21124867
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG040;VT;17921879
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG041;VT;1159105
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG042;VT;1218070
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG043;VT;84005
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG044;VT;407622
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG045;VT;192031
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG046;VT;8340400
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG047;VT;631498
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG048;VT;47969
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG049;VT;569897
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG050;VT;3876215
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG051;VT;2201782
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG052;VT;6189368
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG053;VT;3404360
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG054;VT;2531292
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG055;VT;695825
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG056;VT;2161843
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG057;VT;30607156
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG058;VT;35517586
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG060;VT;495767
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG061;VT;1184900
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG062;VT;2699724
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG063;VT;511752
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG065;VT;5235689
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG071;VT;20018632
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG072;VT;985954
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG073;VT;3378671
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG074;VT;8718045
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG075;VT;791308
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG077;VT;829496
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG078;VT;6008636
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG079;VT;690380
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG080;VT;48305585
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG081;VT;4191550
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG083;VT;27560523
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG084;VT;52722963
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG086;VT;30977934
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG087;VT;5160
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG088;VT;234761
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG091;VT;128817152
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG092;VT;37755716
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG095;VT;460558
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG096;VT;2999735
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG098;VT;773648
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG099;VT;1092384
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG100;VT;6405948
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG101;VT;1031427
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG103;VT;15286445
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG104;VT;787695
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG105;VT;13112060
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG106;VT;16000761
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG108;VT;730067
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG110;VT;7315367
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG111;VT;394514
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG113;VT;5437471
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG114;VT;240182
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG115;VT;11440727
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG117;VT;2060625
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG130;VT;1065577
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG131;VT;35919010
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG132;VT;2757963
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG133;VT;4573495
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG134;VT;4955524
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG136;VT;2627744
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG138;VT;174184
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG144;VT;574624
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG146;VT;5317162
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG147;VT;381877
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG149;VT;3085966
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG152;VT;13511563
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG153;VT;1944573
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG155;VT;34030
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG156;VT;4096882
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG157;VT;8018041
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG158;VT;2276
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG159;VT;852457
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG160;VT;158907
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG162;VT;398182
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG164;VT;1493558
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG165;VT;1092725
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG166;VT;3536154
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG169;VT;13753
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG170;VT;13263
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG172;VT;10761
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG173;VT;8307
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG174;VT;41735
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG175;VT;59714
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG176;VT;260211
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG177;VT;446681
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG178;VT;9188
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG180;VT;21962
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG184;VT;70639
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG198;VT;122204
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG199;VT;1246401
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG200;VT;5251784
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG204;VT;8859073
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG205;VT;1024210
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG207;VT;361818
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG208;VT;721548
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG209;VT;933204
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG215;VT;21545415
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG216;VT;2877734
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG217;VT;22531
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG218;VT;7502
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG219;VT;532613
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG220;VT;14372229
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG221;VT;251497
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG222;VT;90468
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG225;VT;48276
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG226;VT;173179
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG227;VT;3080895
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG228;VT;18269326
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG230;VT;7488968
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG231;VT;2724796
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG232;VT;226353
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG233;VT;19596
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG234;VT;697274
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG235;VT;2666281
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG237;VT;28163467
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG238;VT;10208
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG250;VT;2196
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG251;VT;20078153
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG252;VT;22038385
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG253;VT;22589236
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG254;VT;693190
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG258;VT;16469455
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG259;VT;1345
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG261;VT;74661
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG262;VT;142295
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG263;VT;720466
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG264;VT;164280
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG265;VT;1905472
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG266;VT;1525351
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG267;VT;955898
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG268;VT;1536746
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG269;VT;1141324
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG270;VT;1203528
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG271;VT;707093
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG272;VT;442187
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG273;VT;2428266
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG274;VT;2114786
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG275;VT;7999599
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG276;VT;4635872
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG277;VT;11695989
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG278;VT;2849960
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG281;VT;2928
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG282;VT;3385
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG283;VT;4017810
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG284;VT;1585
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG285;VT;366
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG286;VT;45556
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG288;VT;160284
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG289;VT;621799
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG290;VT;1833991
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG292;VT;7167
KBS;Grundlagenbescheid;20. Nov 17;HMG;HMG293;VT;346066
